Name,Lat,Long
" Pregnancy and Life Resource Center
"," 45.9748
"," -94.8618
"
" Women's Life Care Center
"," 45.0278
"," -93.1041
"
" New Day Pregnancy Center
"," 45.0235
"," -93.0936
"
" Northern Options For Women
"," 48.6024
"," -93.4041
"
" Southwest Options for Women
"," 44.9246
"," -93.4211
"
" Options for Women
"," 47.4272
"," -92.932
"
" TLC of Hastings
"," 44.7376
"," -92.8867
"
" New Beginnings Pregnancy Care Center
"," 47.2364
"," -93.5311
"
" Lakes LifeCare Center
"," 45.2789
"," -92.9947
"
" Health Resources
"," 46.2833
"," -96.0728
"
" Pregnancy Options
"," 44.2928
"," -93.2692
"
" Options Pregnancy Center
"," 43.6519
"," -94.4583
"
" Abba Pregnancy Resource Center
"," 45.3051
"," -93.5722
"
" Lex Specialty Clinic
"," 45.3067
"," -93.2337
"
" Lake Superior LifeCare Center
"," 46.8016
"," -92.0786
"
" Life Choice
"," 44.5074
"," -92.9061
"
" Lex Specialty Clinic & Pregnancy Resource Center
"," 45.5732
"," -93.2217
"
" Amnion Crisis Pregnancy Center
"," 44.754
"," -93.2771
"
" Lakes Area Pregnancy Support Center
"," 46.3552
"," -94.2078
"
" Northwoods Pregnancy Care Center
"," 47.4741
"," -94.8801
"
" Rachel's Hope
"," 43.6666
"," -92.9654
"
" Pregnancy Choices
"," 44.7323
"," -93.2153
"
" WomenSource
"," 45.1973
"," -93.3833
"
" West Shore Pregnancy & Family Support
"," 43.6869
"," -86.372
"
" St. Frances Cabrini Clinic
"," 42.3295
"," -83.0611
"
" Family Life Services Clinic & Pregnancy Center
"," 42.235
"," -83.5961
"
" Options Resource Clinic
"," 44.2699
"," -84.2454
"
" Pregnancy Care Center
"," 44.7634
"," -85.5946
"
" Pregnancy Helpline Center of Three Rivers
"," 41.9448
"," -85.6306
"
" Sturgis Pregnancy Helpline
"," 41.8146
"," -85.4183
"
" Birthright of St. Joseph
"," 42.0688
"," -86.4724
"
" Problem Pregnancy Center
"," 42.47
"," -83.2205
"
" Birthright of Macomb County
"," 42.6402
"," -83.0317
"
" Care Net Pregnancy Center of the EUP
"," 46.4866
"," -84.3537
"
" The Catholic Diocese of Saginaw
"," 43.4449
"," -84.0308
"
" Pregnancy Resource Center of Mid-Michigan
"," 43.4243
"," -83.9352
"
" Beacon of Hope Pregnancy Care Center
"," 43.4629
"," -83.9777
"
" Pregnancy Care Center
"," 43.4151
"," -83.9746
"
" Catholic Charities of SE Michigan
"," 42.4902
"," -83.1272
"
" Pregnancy Care Center
"," 42.3994
"," -83.2945
"
" Blue Water Pregnancy Care Center
"," 42.9674
"," -82.4364
"
" Women and Teens Pregnancy Center
"," 42.6454
"," -83.3005
"
" Pregnancy Care Center of Petoskey
"," 45.3749
"," -84.9246
"
" Oxford Pregnancy Center
"," 42.8256
"," -83.2661
"
" Family Life Services
"," 42.9993
"," -84.1717
"
" Women's Care Center
"," 41.8298
"," -86.2515
"
" Pregnancy Care Center
"," 41.83
"," -86.2527
"
" Insight Pregnancy Services
"," 43.3924
"," -85.7997
"
" Muskegon Pregnancy Services
"," 43.2386
"," -86.1996
"
" Life Choices of Central Michigan
"," 43.5896
"," -84.7659
"
" Heartbeat of Monroe
"," 41.9163
"," -83.4004
"
" His Love Family Resources
"," 44.6511
"," -84.1298
"
" Pregnancy Resource Center of Mid-Michigan
"," 43.6418
"," -84.2867
"
" Melvindale Crisis Pregnancy Center
"," 42.2819
"," -83.1749
"
" Michigan Doulas
"," 42.2711
"," -84.9551
"
" Care Clinic
"," 46.5551
"," -87.3948
"
" Lighthouse Pregnancy Care Center
"," 44.2443
"," -86.3236
"
" West Shore Pregnancy & Family Support
"," 43.9633
"," -86.4409
"
" Alpha Family Center of Lowell
"," 42.9356
"," -85.3331
"
" AAA Pregnancy Resource Center
"," 42.3837
"," -83.3607
"
" Lincoln Park Pregnancy Center
"," 42.2509
"," -83.1772
"
" Pregnancy Resource Center of Lapeer
"," 43.0444
"," -83.2766
"
" Shared Pregnancy Women's Center
"," 42.7389
"," -84.5572
"
" Pregnancy Services of Greater Lansing
"," 42.7381
"," -84.6211
"
" Pregnancy Choices of Lansing
"," 42.6581
"," -84.5375
"
" Caring Network
"," 42.2775
"," -85.5894
"
" Alternatives Care Center
"," 42.2774
"," -85.641
"
" Center for Women
"," 42.2484
"," -84.416
"
" Birthline Pregnancy and Parenting Center
"," 42.2687
"," -84.391
"
" New Beginnings Pregnancy Support Services
"," 46.4532
"," -90.1709
"
" Walk of Life Pregnancy Services
"," 45.8135
"," -88.0647
"
" Positive Solutions - Informed Choices
"," 42.9867
"," -85.0447
"
" New Beginnings Mercy House
"," 41.8937
"," -83.5916
"
" Life Outreach Center
"," 47.1221
"," -88.5709
"
" Positive Options
"," 42.7846
"," -86.1087
"
" Alpha Omega Women's Care Center
"," 41.9182
"," -84.6324
"
" My Alpha Place
"," 42.6446
"," -85.2996
"
" Care Clinic
"," 46.3348
"," -87.3546
"
" Alpha Family Center of Greenville
"," 43.1881
"," -85.2707
"
" HELP Pregnancy Crisis Aid Inc.
"," 42.9709
"," -85.6855
"
" Pregnancy Resource Center of Grand Rapids
"," 42.9596
"," -85.6585
"
" Catholic Charities West Michigan
"," 42.9619
"," -85.6636
"
" Alpha Women's Center
"," 42.9323
"," -85.6674
"
" Positive Options of Grand Haven
"," 43.0612
"," -86.2228
"
" New Life Pregnancy Resource Center
"," 45.0204
"," -84.6773
"
" Pregnancy Care Center
"," 42.9757
"," -83.7776
"
" IMPACT Pregnancy Resource Center
"," 43.0444
"," -83.7406
"
" Heartbeat of Greater Flint
"," 43.0146
"," -83.6846
"
" Flint Crisis Pregnancy Services
"," 42.9933
"," -83.6774
"
" Answer Center for Women
"," 43.0159
"," -83.6857
"
" A Woman's Pregnancy Choice
"," 42.4996
"," -83.362
"
" Pregnancy Services of Delta County
"," 45.7456
"," -87.0726
"
" Moms and Tots Center
"," 45.1637
"," -85.2362
"
" Gianna House
"," 42.456
"," -82.9571
"
" Harbor Lights Pregnancy & Information Center
"," 44.2819
"," -83.4909
"
" Pregnancy Services of Greater Lansing
"," 42.7317
"," -84.4699
"
" Pregnancy Aid
"," 42.3978
"," -82.9203
"
" Image of God Crisis Pregnancy Center
"," 42.3712
"," -83.0058
"
" Detroit Pregnancy Test & Help Center
"," 42.432
"," -83.1121
"
" Care Net Pregnancy Center Detroit
"," 42.3864
"," -83.1812
"
" Delton Women's Center
"," 42.4959
"," -85.4076
"
" The Lennon Pregnancy Center
"," 42.3498
"," -83.2758
"
" Beginnings Care for Life Center
"," 41.9471
"," -85.0007
"
" Compassion Pregnancy Center
"," 42.5736
"," -82.8887
"
" Hope Pregnancy Center
"," 43.8186
"," -84.7598
"
" AA Crisis Pregnancy Center
"," 45.6473
"," -84.4739
"
" Alpha Family Center of Cedar Springs
"," 43.2238
"," -85.5498
"
" Positive Alternatives
"," 43.5154
"," -83.3615
"
" Life Resources of Northern Michigan Inc.
"," 44.244
"," -85.3864
"
" Pregnancy Help Clinic
"," 42.5696
"," -83.817
"
" Life Resources of Northern Michigan Inc.
"," 43.674
"," -85.4846
"
" Care Net Pregnancy Center Berkley
"," 42.498
"," -83.1834
"
" Beacon of Hope Pregnancy Care Center
"," 43.6007
"," -83.9579
"
" Alternatives Care Center
"," 42.2979
"," -85.2224
"
" Positive Alternatives
"," 43.8018
"," -82.9999
"
" Crossroads Care Center
"," 42.6212
"," -83.2256
"
" ArborWoman Pregnancy Center
"," 42.2796
"," -83.7413
"
" Options Pregnancy Center
"," 45.0668
"," -83.439
"
" Pregnancy Services of Gratiot County
"," 43.3788
"," -84.6653
"
" Positive Options
"," 42.9727
"," -85.8996
"
" Postive Options
"," 42.5283
"," -85.8505
"
" Care Pregnancy Center of Lenawee
"," 41.901
"," -84.0318
"
" Open Arms Pregnancy Center
"," 44.3235
"," -69.7638
"
" Hope House
"," 44.1034
"," -70.3846
"
" First Choice Pregnancy Resource Center
"," 44.5446
"," -69.6692
"
" Alpha Pregnancy Resource Center
"," 43.4392
"," -70.775
"
" Care Net Crisis Pregnancy Center of Rockland
"," 44.121
"," -69.1222
"
" ABBA A Women's Resource Center
"," 43.6892
"," -70.2959
"
" Pregnancy Care Center of Aroostook
"," 46.6756
"," -67.9921
"
" Pregnancy Care Center of Aroostook
"," 46.1247
"," -67.837
"
" Pregnancy Care Center of Aroostook
"," 47.2492
"," -68.6003
"
" Care Net of Mid-Coast Maine
"," 43.9153
"," -69.9665
"
" First Step Pregnancy Center
"," 44.8179
"," -68.7523
"
" Tender Care Pregnancy Center
"," 39.5817
"," -76.9923
"
" Annapolis Pregnancy Clinic
"," 38.9768
"," -76.5094
"
" Choices Pregnancy Center
"," 38.7752
"," -76.053
"
" Women's Care Center
"," 39.366
"," -76.5174
"
" Mary's Center
"," 39.1586
"," -76.6183
"
" Baltimore Pregnancy Center
"," 39.3692
"," -76.5464
"
" Care Net Pregnancy Center of Frederick
"," 39.4234
"," -77.4095
"
" Pregnancy Center North
"," 39.3779
"," -76.6083
"
" The Christle Lighthouse PCC
"," 38.8
"," -76.9038
"
" Severna Park Pregnancy Clinic
"," 39.0716
"," -76.5413
"
" Pregnancy Center West
"," 39.2882
"," -76.7185
"
" Center for Pregnancy Concerns
"," 39.2485
"," -76.6941
"
" Center for Pregnancy Concerns
"," 39.3147
"," -76.6091
"
" Catoctin Pregnancy Center
"," 39.7029
"," -77.3202
"
" Center for Pregnancy Concerns
"," 39.3083
"," -76.4767
"
" Catherine Foundation
"," 38.4599
"," -77.216
"
" Bowie Crofton Pregnancy Clinic
"," 38.9497
"," -76.7353
"
" Laurel Pregnancy Center
"," 39.1066
"," -76.8488
"
" Birthright of Bel Air
"," 39.5395
"," -76.3522
"
" Forestville Pregnancy Center
"," 38.8422
"," -76.9491
"
" The James Isaac House
"," 39.4068
"," -79.4089
"
" 1st Way Pregnancy Support Center
"," 39.6345
"," -78.7603
"
" Cecil County Pregnancy Center
"," 39.5969
"," -75.9416
"
" The Catherine Foundation
"," 38.6257
"," -76.9077
"
" Birthright of Prince Frederick
"," 38.5515
"," -76.5903
"
" Alpha Pregnancy Center
"," 39.4623
"," -76.8277
"
" Birthright of Silver Spring
"," 39.1502
"," -77.0599
"
" Center for Pregnancy Concerns
"," 39.2562
"," -76.5216
"
" Birthright of Annapolis
"," 39.0559
"," -76.5161
"
" Care Net Pregnancy Center of Southern Maryland
"," 38.2994
"," -76.6392
"
" Birthright of Frederick
"," 39.4132
"," -77.4176
"
" Mission of Mercy
"," 39.4134
"," -77.4108
"
" Care Net Pregnancy Center of Southern Maryland
"," 38.5074
"," -76.5563
"
" Alpha's Glory Pregnancy Resource Center
"," 39.5111
"," -76.1679
"
" Care Net Pregnancy Center of Southern Maryland
"," 38.2591
"," -76.4395
"
" Shady Grove Pregnancy Center
"," 39.1215
"," -77.1775
"
" Rock-a-My-Baby Pregnancy Crisis Center
"," 39.3051
"," -76.6635
"
" Eastern Shore Pregnancy Center
"," 38.3398
"," -75.5996
"
" Cecil County Pregnancy Center
"," 39.6095
"," -75.8284
"
" Rockville Pregnancy Clinic
"," 39.0611
"," -77.1179
"
" Centro Tepeyac Women's Center
"," 39.0562
"," -77.0493
"
" Mary's Center
"," 39.6303
"," -77.7004
"
" Catherine Foundation
"," 38.5274
"," -76.9771
"
" 1st Way Pregnancy Support Center
"," 39.6399
"," -78.8284
"
" Hagerstown Area Pregnancy Clinic
"," 39.6398
"," -77.7259
"
" Columbia Pregnancy Center
"," 39.2146
"," -76.8715
"
" Heritage Pregnancy & Family Health Center
"," 39.608
"," -75.8296
"
" Shirley Grace Pregnancy Center
"," 38.3365
"," -75.2087
"
" Pregnancy Help Boston
"," 42.0998
"," -71.0615
"
" Clearway Clinic
"," 42.0979
"," -72.5871
"
" Your Options Medical Center
"," 42.4049
"," -71.0161
"
" Pregnancy Support Services of Berkshire County Inc
"," 42.4507
"," -73.2543
"
" Problem Pregnancy
"," 42.2637
"," -71.8188
"
" Springfield Pregnancy Care Center
"," 42.0877
"," -72.5511
"
" Pregnancy Help Boston
"," 42.2855
"," -71.3439
"
" Heartbeat Pregnancy Help Center
"," 42.4995
"," -71.1815
"
" Pregnancy Help Boston
"," 42.3489
"," -71.1427
"
" Birthright of Taunton
"," 41.9068
"," -71.0922
"
" Birthright of New Bedford
"," 41.615
"," -70.9314
"
" Birthright of Marlborough
"," 42.3471
"," -71.5531
"
" Birthright of Framingham
"," 42.2974
"," -71.4241
"
" Birthright of Falmouth
"," 41.5621
"," -70.6106
"
" Your Options Medical Center
"," 42.0757
"," -72.0351
"
" Clearway Clinic
"," 42.2706
"," -71.7772
"
" New Direction Pregnancy and Sexual Health
"," 42.6978
"," -73.1085
"
" Pregnancy Care Center
"," 42.7002
"," -71.1823
"
" Pregnancy Care Center
"," 42.7878
"," -71.0818
"
" Alternatives Pregnancy Center
"," 42.5876
"," -72.5969
"
" Care Net Pregnancy Resource Center of North Central Massachusetts Inc.
"," 42.5834
"," -71.8
"
" Your Options Medical Center
"," 41.7024
"," -71.1549
"
" First Concern Pregnancy Resource Center
"," 42.4163
"," -71.6861
"
" Boston Center for Pregnancy Choices
"," 42.3514
"," -71.0581
"
" Abundant Hope Pregnancy Resource Center
"," 41.9384
"," -71.2743
"
" Crossroads Pregnancy Resource Center
"," 29.7981
"," -90.8205
"
" Pregnancy Help Slidell
"," 30.2851
"," -89.7753
"
" Mary's House Pregnancy Care Center
"," 32.4964
"," -93.7492
"
" Care Pregnancy Center
"," 32.4821
"," -93.7111
"
" Life Choices of North Central Louisiana
"," 32.5158
"," -92.6303
"
" Women's New Life Center
"," 29.9396
"," -90.1063
"
" Celebrate Life Ministries
"," 29.9931
"," -90.0579
"
" Women's Resource Center
"," 31.7545
"," -93.0973
"
" Life Choices Pregnancy Resource Center
"," 32.5234
"," -92.1076
"
" Pregnancy Aid Center of Minden
"," 32.6147
"," -93.2912
"
" Northwest Louisiana Pregnancy Care Center
"," 32.5959
"," -93.2898
"
" Pregnancy Care Center
"," 30.0064
"," -90.1541
"
" Access Pregnancy & Referral Centers
"," 30.0026
"," -90.1283
"
" New Life Crisis Pregnancy Center
"," 31.1427
"," -93.2667
"
" New Life Counseling Inc
"," 30.1911
"," -93.2122
"
" ABC Pregnancy Resource Center
"," 30.2059
"," -93.227
"
" Women's Center of Lafayette
"," 30.2185
"," -92.0146
"
" A Pregnancy Center and Clinic
"," 30.2018
"," -92.0292
"
" Hope Restored for Life
"," 29.5925
"," -90.7032
"
" Restoration House Pregnancy Resource Center
"," 30.5031
"," -90.4656
"
" Community Center for Life
"," 29.9158
"," -90.0608
"
" Community Pregnancy Center
"," 30.8511
"," -93.2895
"
" Northlake Crisis Pregnancy Center
"," 30.4693
"," -90.084
"
" Women's New Life Center
"," 30.4434
"," -91.1001
"
" Pregnancy Problem Center
"," 30.4202
"," -91.1368
"
" The Women's Help Center
"," 30.5165
"," -91.177
"
" A Choice Care Pregnancy Clinic
"," 30.486
"," -91.0349
"
" Women's Life Ministries
"," 30.7283
"," -90.5077
"
" Cenla Pregnancy Center
"," 31.2875
"," -92.4764
"
" Clarity Solutions
"," 37.712
"," -85.8747
"
" Women's Care Center of Berea Kentucky
"," 37.5676
"," -84.298
"
" Shelter of Love Pregnancy Care Center
"," 37.6869
"," -87.9091
"
" The Agape House Pregnancy Resource Center
"," 37.0967
"," -85.3039
"
" Birthright of Owensboro
"," 37.769
"," -87.1159
"
" Birthright of Lexington
"," 38.0095
"," -84.5164
"
" Pregnancy Support Center
"," 36.9801
"," -86.4442
"
" Hope Pregnancy Center of Taylor County
"," 37.3436
"," -85.3434
"
" Haven of Hope Pregnancy Services
"," 38.6812
"," -85.1786
"
" A.R.C. Pregnancy & Support Center
"," 37.0603
"," -85.0954
"
" A New Hope Pregnancy Resource Center
"," 37.9734
"," -85.6927
"
" Not Alone Pregnancy Center
"," 38.2123
"," -84.5576
"
" Clarity Solutions For Women
"," 37.8345
"," -85.95
"
" New Beginnings of Winchester Inc.
"," 37.9944
"," -84.1689
"
" Care Net Pregnancy Services of Northern KY
"," 38.6394
"," -84.5605
"
" House of Hope
"," 37.6847
"," -85.2224
"
" AIM Pregnancy Support Center
"," 37.0904
"," -84.6072
"
" ALC Pregnancy Resource Center Inc.
"," 38.2106
"," -85.2194
"
" Life Choice Pregnancy Care Center
"," 36.8452
"," -86.8913
"
" Pregnancy Help Center
"," 37.749
"," -84.2951
"
" Appalachian Pregnancy Care Center
"," 37.4807
"," -82.5167
"
" Hope Unlimited Family Care Center
"," 37.0839
"," -88.609
"
" Care Net of Owensboro
"," 37.7669
"," -87.1038
"
" Life House Family Care Center
"," 36.6089
"," -88.3046
"
" Hope Pregnancy Care Center
"," 38.1838
"," -83.4343
"
" Help Pregnancy Care Center
"," 36.8318
"," -84.8471
"
" Hope Center
"," 36.7203
"," -88.6256
"
" Heart & Soul
"," 37.1428
"," -83.7755
"
" Door of Hope
"," 37.3042
"," -87.5103
"
" Little Way Pregnancy Resource Center
"," 38.2354
"," -85.7627
"
" Beside U For Life
"," 38.2547
"," -85.7533
"
" Beside U For Life
"," 38.252
"," -85.7629
"
" Laurel County Life Center
"," 37.1221
"," -84.077
"
" Assurance
"," 38.024
"," -84.5132
"
" New Hope Center - Latonia
"," 39.0468
"," -84.5022
"
" Estill County Center for Pregnancy & Parenting
"," 37.6927
"," -83.9641
"
" Alpha Pregnancy Care Center
"," 36.8614
"," -87.4795
"
" Hope Center Fulton Co.
"," 36.5719
"," -89.1859
"
" Marsha's Place Pregnancy Resource Center
"," 37.8413
"," -87.5896
"
" Pathway of Hope
"," 37.2005
"," -87.1774
"
" Crossroads Life Center
"," 36.9947
"," -85.9114
"
" Avenues for Women
"," 38.1602
"," -84.9183
"
" Care Net Pregnancy Services of Northern KY
"," 39.0033
"," -84.6304
"
" New Hope Center
"," 38.6788
"," -84.3363
"
" Clarity Solutions
"," 37.7126
"," -85.8733
"
" H.O.P.E. Clinic
"," 37.0966
"," -88.078
"
" Haven Care Center
"," 37.6466
"," -84.7765
"
" Crossroads Pregnancy Resource Center
"," 38.3281
"," -85.4674
"
" New Hope Center
"," 39.024
"," -84.5697
"
" AA Women's Services
"," 36.9656
"," -84.089
"
" Care Net Pregnancy Services of Northern KY
"," 39.0274
"," -84.4494
"
" H.O.P.E. Clinic
"," 36.8577
"," -88.3523
"
" Two Hearts Pregnancy Care Center
"," 38.4588
"," -82.6438
"
" New Hope Center
"," 38.8953
"," -84.3825
"
" Midwest Pregnancy Care Center
"," 37.0346
"," -95.616
"
" Birthright of Topeka
"," 39.0521
"," -95.6802
"
" Birthright of Salina
"," 38.8407
"," -97.5928
"
" Birthright of Little Rock
"," 34.7587
"," -92.3414
"
" Birthright of Hutchinson
"," 38.0563
"," -97.9274
"
" Birthright of Great Bend
"," 38.3662
"," -98.795
"
" Birthright of Emporia
"," 38.4064
"," -96.1798
"
" Birthright of Dodge City
"," 37.7538
"," -100.014
"
" Birthline
"," 37.8177
"," -96.8522
"
" Birthline
"," 37.0243
"," -100.932
"
" Birthline of Witchita
"," 37.6876
"," -97.3533
"
" Birthline of Wellington
"," 37.2685
"," -97.4004
"
" Advice and Aid Pregnancy Center
"," 38.9938
"," -94.7209
"
" Shiloh Home of Hope for Women
"," 38.4056
"," -96.1843
"
" A Better Choice
"," 37.6935
"," -97.3012
"
" Pregnancy Resource Center Southeast Kansas
"," 37.9221
"," -95.403
"
" Manhattan Pregnancy Testing Center
"," 39.1855
"," -96.5799
"
" Midwest Pregnancy Care Center
"," 37.2229
"," -95.7046
"
" Family Life Services
"," 37.0596
"," -97.0394
"
" Emergency Pregnancy Service
"," 39.3921
"," -101.056
"
" Choices Medical Clinic  Inc
"," 37.6781
"," -97.2767
"
" Birthright of Leavenworth
"," 39.3183
"," -94.9117
"
" Birthline
"," 37.6784
"," -95.4476
"
" Embrace of Wichita
"," 37.7029
"," -97.3892
"
" Mary's Choice
"," 39.0819
"," -95.6688
"
" Lifeline Children's Service
"," 39.03
"," -95.731
"
" Pregnancy Service Center
"," 38.8455
"," -97.6096
"
" Vie Medical Clinic
"," 37.4137
"," -94.7052
"
" Advice & Aid Pregnancy Centers
"," 38.9306
"," -94.6376
"
" LifeCare Center
"," 38.616
"," -95.2676
"
" Heartland Pregnancy Care & Family Life Services
"," 38.0319
"," -97.3387
"
" Insight Women's Center
"," 38.9728
"," -95.2765
"
" Wyandotte Pregnancy Clinic
"," 39.1424
"," -94.704
"
" Open Door Pregnancy Care Center
"," 38.0531
"," -97.9386
"
" ABC Pregnancy Care Center
"," 37.969
"," -100.871
"
" Heart Choices Prenancy and  Parenting Resource Center
"," 39.4644
"," -98.1163
"
" Pregnancy & Family Resource Centers Inc
"," 37.6766
"," -96.9786
"
" Birthright of Valparaiso
"," 41.4766
"," -87.0567
"
" Women's Resource Center
"," 40.0426
"," -86.896
"
" Women's Resource Center
"," 40.1366
"," -87.383
"
" Women's Care Center
"," 41.5368
"," -87.4785
"
" Women's Care Center
"," 41.6018
"," -87.335
"
" Women's Care Center
"," 41.6607
"," -86.1886
"
" Women's Care Center
"," 39.9109
"," -86.2418
"
" Women's Care Center
"," 39.1625
"," -86.5346
"
" Women's Care Center
"," 41.3672
"," -85.0697
"
" Women's Care Center
"," 41.6976
"," -86.2169
"
" Women's Care Center
"," 41.6805
"," -86.2381
"
" Women's Care Center
"," 41.6736
"," -86.2612
"
" Women's Care Center
"," 41.3416
"," -86.3091
"
" Women's Care Center
"," 41.7073
"," -86.9007
"
" Women's Care Center
"," 41.5838
"," -87.4806
"
" Women's Care Center
"," 41.1174
"," -85.1552
"
" Women's Care Center
"," 41.0679
"," -85.1996
"
" Women's Care Center
"," 41.0794
"," -85.1338
"
" Women's Care Center
"," 41.6822
"," -85.974
"
" The Women's Center of NW Indiana
"," 41.4269
"," -87.338
"
" The Women's Center
"," 41.2075
"," -87.1983
"
" The Woman’s Center
"," 41.4623
"," -87.0259
"
" The Hope Clinic
"," 40.8195
"," -84.9346
"
" The Hope Clinic
"," 40.659
"," -84.951
"
" The Answer for Pregnancy Aid
"," 41.5504
"," -87.2482
"
" RETA
"," 41.6846
"," -85.9756
"
" Pregnancy Resource Center
"," 40.4882
"," -86.132
"
" Pregnancy Resource Center
"," 40.2792
"," -86.4928
"
" Pregnancy Help Center
"," 39.42
"," -85.013
"
" Pregnancy Choices Medical Clinic
"," 39.0341
"," -87.167
"
" Pregnancy Care Center of Washington
"," 38.6495
"," -87.1699
"
" Pregnancy Care Center of Randolph Co. Inc
"," 40.1818
"," -84.9817
"
" Pregnancy Care Center of Jay County
"," 40.4318
"," -84.978
"
" Pregnancy Care Center
"," 39.0946
"," -84.8685
"
" Parke Vermillion Community Pregnancy Center
"," 39.7662
"," -87.2253
"
" New Beginnings Crisis Pregnancy Center
"," 39.2843
"," -86.7628
"
" Matrix LifeCare Center
"," 40.4201
"," -86.9097
"
" Matrix LifeCare Center
"," 40.4057
"," -86.8332
"
" Matrix LifeCare Center
"," 40.3868
"," -86.9047
"
" Lil Miracles Pregnancy Resource Center Inc.
"," 40.0762
"," -85.6461
"
" LIFE Family Resource Center
"," 38.5614
"," -86.4886
"
" Life Choices Clinic
"," 38.7762
"," -85.3912
"
" Life Choices Care Center
"," 39.8026
"," -85.7701
"
" Life Centers - West Pregnancy Center
"," 39.8108
"," -86.2213
"
" Pregnancy Choices Indy
"," 39.7086
"," -86.1434
"
" Life Centers - Northeast Pregnancy Center
"," 39.8363
"," -86.028
"
" Life Centers - East Pregnancy Center
"," 39.7821
"," -86.0638
"
" Life Centers - Downtown Pregnancy Center
"," 39.8153
"," -86.1571
"
" Life Centers - Boone County Pregnancy Center
"," 40.0579
"," -86.4714
"
" LIFE Center
"," 40.8026
"," -85.8428
"
" Life and Family Services
"," 41.445
"," -85.2546
"
" Hope Resource Center
"," 38.8718
"," -86.4898
"
" Hope Center
"," 39.6422
"," -85.139
"
" Henry County Pregnancy Care Center
"," 39.8991
"," -85.519
"
" Helping Hands Pregnancy Resource Center
"," 40.7567
"," -85.1644
"
" Helping Hands Pregnancy Resource Center
"," 40.5541
"," -85.2777
"
" Heartline Pregnancy Center
"," 41.2513
"," -85.8311
"
" Heart to Heart Inc. A Women's Resource Center
"," 38.6853
"," -87.5171
"
" The Hannah Center
"," 39.1744
"," -86.5345
"
" Life Centers
"," 39.9109
"," -86.2274
"
" First Choice for Women of Anderson & Madison Co
"," 40.1328
"," -85.6919
"
" First Choice for Women
"," 40.2175
"," -85.4092
"
" Evansville Christian Health Center
"," 37.968
"," -87.5606
"
" DeKalb Pregnancy Center
"," 41.3606
"," -85.07
"
" Crisis Pregnancy Center of the Wabash Valley
"," 39.4668
"," -87.4102
"
" Pregnancy Help Center
"," 40.558
"," -85.6601
"
" Crisis Pregnancy Center of Brazil
"," 39.5231
"," -87.1301
"
" Compassion Pregnancy Centers of NE IN
"," 41.6523
"," -85.4187
"
" Compassion Pregnancy Center of Northeast IN
"," 41.6349
"," -85.0111
"
" Clarity Testing Clinic
"," 39.2313
"," -85.9035
"
" Clarity Pregnancy Services
"," 39.5238
"," -85.7441
"
" Clarity Pregnancy Services - North Vernon
"," 38.9943
"," -85.6301
"
" Clarity Pregnancy Services - Seymour
"," 38.9535
"," -85.8907
"
" Clarity Pregnancy Services - Greensburg
"," 39.3362
"," -85.4878
"
" Clarity Pregnancy Services - Nashville
"," 39.2014
"," -86.213
"
" Clarity Pregnancy Services & Testing Clinic
"," 39.2065
"," -85.8962
"
" Choices Life Resource Center
"," 38.3178
"," -85.8028
"
" Advancing Hope - Catholic Charities
"," 37.9739
"," -87.5557
"
" Salem Pregnancy Care Center
"," 36.0729
"," -80.3126
"
" Care Net Pregnancy Centers of Central Indiana Inc.
"," 39.5503
"," -86.0751
"
" Care Net Pregnancy Centers of Central Indiana Inc
"," 39.6049
"," -86.3623
"
" Care Net Pregnancy Centers of Central Indiana Inc
"," 39.4277
"," -86.4187
"
" Care Net Pregnancy Center of Putnam County
"," 39.6307
"," -86.8515
"
" Birthright
"," 39.8242
"," -84.8944
"
" Birthright
"," 40.9302
"," -87.1557
"
" Birthright
"," 40.7543
"," -86.0724
"
" Birthright
"," 37.9783
"," -87.5688
"
" Birthright
"," 40.5901
"," -86.6627
"
" Birthright
"," 40.1316
"," -86.0137
"
" Birthright
"," 40.7609
"," -86.3738
"
" Birthright
"," 40.444
"," -86.131
"
" Bella Vita Pregnancy Resource Center
"," 41.2901
"," -86.621
"
" Avon Pregnancy Center
"," 39.7115
"," -86.3766
"
" A Hope Center S. Calhoun St.
"," 41.0513
"," -85.137
"
" A Hope Center
"," 41.2098
"," -84.9669
"
" A Hope Center
"," 41.1104
"," -85.0987
"
" 1st Choice for Women
"," 39.9104
"," -86.2561
"
" CRADLE Pregnancy Resource Center
"," 38.6921
"," -85.7762
"
" White Oak Womens Center
"," 41.3467
"," -88.8408
"
" White Oak Womens Center
"," 41.8002
"," -89.6681
"
" Pregnancy Care Center
"," 39.8086
"," -89.6456
"
" Caris
"," 42.0918
"," -88.1343
"
" Birthright of Quincy
"," 39.9366
"," -91.4063
"
" Birthright of Macomb
"," 40.4615
"," -90.6806
"
" Life Network of Southern Illinois
"," 38.2146
"," -89.9938
"
" Pregnancy Care Center
"," 38.5195
"," -89.1348
"
" Women's Care Center
"," 40.777
"," -89.622
"
" Life Choices
"," 42.0242
"," -88.0794
"
" Informed Choices Pregnancy & Parenting
"," 42.3385
"," -88.0256
"
" PASS Network for Life
"," 41.5656
"," -87.5409
"
" PASS Network for Life
"," 41.6005
"," -87.6012
"
" Aid for Women
"," 41.8616
"," -87.7745
"
" Pregnancy Resource Center
"," 41.2796
"," -88.2848
"
" Pregnancy Resource Center
"," 40.1536
"," -89.3677
"
